Oxbow Park,"Oxbow Park is located in the heart of historic Georgetown. In 1953, Seattle artist Lewis Nasmyth was hired to ""rustle up"" a design for a western-style gas station in Georgetown. Featuring a 44-ft. wide cowboy hat and 22-ft. high boots, the Hat n' Boots opened the next year to a stampede of customers. In fact, for a time it was the biggest selling station in the state. Legend has it even Elvis dropped by when he was in town during the World's Fair in '62. But in the early 60's, a brand new interstate, I-5, started diverting traffic away from the station. By the late 80's it pretty much looked like trail's end for the Hat n' Boots. That's when some Georgetown residents saddled up to rescue the soul of their community. “The Hat n’ Boots is as important to Georgetown as the Golden Gate Bridge is to San Francisco,” says Allan Phillips, former director of the Georgetown Community Council. “If the Hat n’ Boots were ever to be gone from Georgetown, it would be like losing our soul.”"
Park Home Circle,A largely decorative traffic circle at a bend in NE Park Rd. It features a large hedge-like shrub that has a child-sized door to its interior.
Parkmont Place,"Parkmont Place is a long strip park in a beautiful Magnolia neighborhood, showcasing views of Puget Sound and the Olympic Mountains which abound, all while you can spend your time watching shipping and the ferries. Enjoy the long walking/jogging path, with benches every 50 feet or so to rest your weary legs or to just take in the view."
Parsons Gardens,"Formerly the family garden of Reginald H. Parsons, the park was given to the City in 1956 by the family's children. Often used for ceremonies, this small but lovely garden is a hidden gem on Queen Anne's south slope."
Peace Park,"Peace Park was the dream of Dr. Floyd Schmoe, who after winning the Hiroshima Peace Prize in 1998 used the $5,000 prize money to clear a small lot near the University of Washington. From a pile of wrecked cars, garbage, and brush, he worked with community volunteers to build the beautiful Peace Park."
Pelly Place Natural Area,This natural area offers a cool trailhead secluded in a neighborhood that leads you down a forested path.
Peppi's Playground,"Located next to Leschi Elementary School, Peppi's Playground is full of unique play equipment, mature trees, and a large central wading pool. Restrooms and a rolling lawn are also located in the park. A small parking lot on East Spruce street and street parking in the surrounding area are available."
iers 62 and 63,"Pier 62 and 63 is the former site of the annual Summer Nights at the Pier concert series, at which performances were punctuated by the sound of passing trains and trolleys, and docking and departing ferries. Although occasionally hosting other special events, for most of the rest of the year the pier provides a place to stroll out over the water to view Elliott Bay and the Olympic Mountains to the west, and the Seattle skyline to the east. The Piers are aged and deteriorating, and can no longer bear the load of heavy weights."
Pigeon Point Park,"Pigeon Point Park is part of the West Duwamish Greenbelt. The West Duwamish Greenbelt is the largest greenbelt in the city and is home to fox, red-legged frogs, hawks, and bald eagles. The greenbelt encompasses the extended forest along the eastern slopes of West Seattle that is visible from I-5."
Pinehurst Playground,"Pinehurst Playground’s name is derived from the community, which originated with a 1926 plat by W.G. Hartranft name “Pinehurst Addition”."
Pinehurst Pocket Park,"Pinehurst community members provided the impetus to transform a residential corner lot into this well-loved pocket park. It features two huge Douglas fir trees, native plants and an accessible path around the perimeter. There are two picnic tables on a patio created by a local artist, and a kiosk that often features neighborhood kids' artwork. A small lawn invites lounging or picnicking in the summertime. An artist's pint-sized rendition of a steam tractor memorializes a former resident who used to drive a life-sized steam tractor around the neighborhood."
Pioneer Square,Pioneer Square - the heart of old Seattle - is the place to to go experience Seattle's early history. Turn-of-the-century street lamps line the square. A Tlingit totem pole towers up beside a drinking fountain fitted with a bust of Chief Seattle. (Excerpt from Enjoying Seattle's Parks by Brandt Morgan.)
Pipers Creek Natural Area,"The piper’s creek trailhead is unassuming, sitting between a house and a cyclone fence. As you follow this trail down the hillside, the sound of trickling water hits your ears and then all of a sudden, the creek comes into view. As you follow this trail down further, you will start to notice footbridges, and a large lawn area that is part of Carkeek Park. Following the road down further you come to another lawn area, and just past that are sweeping views of the sound and the Olympic Range, and a small beach to leisurely stroll up and down on your days off. The best way to access Piper's Creek is through the Carkeek Park entrance."
Plum Tree Park,"Great neighborhood park complete with a play area with slide and climbing features, small lawn area, and true to its name: a plum tree. This little neighborhood park was designed with telephone pole stubs! Arranged in neat rows, the varying stump lengths form stairs, seats, and climbers that spiral through a sandy play area and provide decorative touches around the periphery. An alleyway basketball hoop draws neighborhood athletes. Several benches are also provided and small children and resident squirrels often climb the stub by the drinking fountain to gulp the flowing water."
Plymouth Pillars Park,"Located at the base of Capitol Hill on the Pike-Pine corridor, Plymouth Pillars Park features a close-up panoramic view of urban center of Seattle. The newly renovated park features a dog off-leash area, benches, a pedestrian corridor and public art."
Powell Barnett Park,"Powell Barnett Park was clearly built with serious play in mind. With a children's play area, complex climbing structures, a wading pool in the summer, basketball hoops,and a broad field ideal for frisbee - there's something in the park for kids of all ages. There are benches and picnic table throughout the park, and ADA accessible restrooms in a wild castle-shaped build next to the play area."
Pratt Park,"Picnic tables and benches on asphalt give a narrow view of the Olympics, while an exciting play area nearly empties the nearby apartments of kids in the evenings. Older kids flock to the nearby basketball pavilion in fair weather. East of the apartment complex, a large grassy area has six picnic tables, each with a barbecue stand and shady trees, plus lots of room to run around in an open field. (Excerpt from ""Enjoying Seattle's Parks"" by Brandt Morgan)"
Prefontaine Place,"Prefontaine Place is a small park with a fountain, across the street from City Hall Park."
Prentis I. Frazier Park,Prentis I. Frazier is a neighborhood park ideal for resting in the shade and playing. The park includes a small play area with adjacent benches and a drinking fountain.
Pritchard Island Beach,"Pritchard Island Beach is located in the Rainier Beach area, north of Beer Sheva Park. Several large cottonwoods flutter in the breeze as swimmers head for the raft."
Puget Boulevard Commons,"The park consists of two major areas. The first, along with Greg Davis Park and Cottage Grove Park, spans three city blocks and contains the the Delridge P-Patch. The second are lies northeast, and is undeveloped."
Puget Creek Greenspace,"Named for the creek. The natural area consists of parcels extending from 19th Ave SW and SW Brandon St to SW Holly St., along the line of the 19th Ave SW street right-of-way."
Puget Park,"Puget Park is part of the West Duwamish Greenbelt. The West Duwamish Greenbelt is the largest greenbelt in the city and is home to fox, red-legged frogs, hawks, and bald eagles. The greenbelt encompasses the extended forest along the eastern slopes of West Seattle that is visible from I-5."
Puget Ridge Playground,"This tiny neighborhood playground has a lot to offer! Featuring play equipment with climbing features, monkey bars, and a small sandbox, there is a lot here for the kids. There are also a couple picnic tables for people to enjoy those warm summer evenings! This park also has a nice, if small, green lawn area, with views to the West."
Queen Anne Boulevard,This long strip of green roadway flows through a variety of locations in Queen Anne.
Queen Anne Bowl Playfield,"Located on Queen Anne Hill, the ""Bowl"" of this park comes from its origins as a gravel quarry. Currently this park is a playfield and track."
Rainbow Point,"What a beautiful view! Enjoy a panorama of downtown and the Olympics, while also resting upon benches or meandering along the simple pathway. This park is lighted, and features trees and shrubs, along with plant beds and small lawns."
Rainier Beach Playfield,"Located adjacent to Rainier Beach Community Center, Rainier Beach Playfield includes tennis courts, and ballfields."
Rainier Beach Urban Farm and Wetlands,"Formerly the Park Department's Atlantic City Nursery, this urban farm is now operated jointly by Seattle Tilth and the Friends of Rainier Beach Urban Farm and Wetlands."
Rainier Place,"In the ""old Ballard"" of the early 1900s, when street numbering and names differed from the current system, Rainier Place was originally created by the widening of Ballard Place, 56th and 57th in 1909 and extended through Greenwood Park (Ballard Park) from 2nd to W. 55th. Today it is a small grassy triangle where NW 53rd and NW 54th intersect."
Rainier Playfield,"Rainier Playfield was originally named Columbia Playfield, which was then the name of the pioneer town in the vicinity. In 1928, upon petition on behalf of the Rainier Business Men’s Club, the name was changed to Rainier in appreciation of the field's mountain view."
Ravenna Boulevard,"Named for the adjacent park, this is a green roadway."
Ravenna Park,"Ravenna Park is a ½ mile wooded ravine which connects two picnic areas just north of the University District, and is a popular spot for hiking, jogging and picnics. Park features include a play area for children, a wading pool, ballfield, trails, and tennis courts."
Ravenna Ravine,"Melt-off from the Vashon Glacial Ice Sheet formed the huge Lake Russell which cut drainage ravines through the new glacial till, forming the Ravenna Park ravine."
Ravenna Woods,"Named for the adjacent park, this space is a densely wooded natural area."
Ravenna-Eckstein Park,"This great park contains tennis courts, a basketball court, baby swings and regular swings, playground with a slide and climbing features, a pitching backstop, and it is Community Center adjacent."
Regrade Park,"A small park tucked in the heart of the densely populated Belltown neighborhood, Regrade Park is one of Seattle's 14 off-leash areas. It provides an in-city off-leash experience for the many condo-dwelling dogs in Belltown."
Riverview Playfield,"Named for the neighborhood, which has a view of the Duwamish River, this playfield has multiple tennis courts, ballfields, soccer fields, and a football field."
Roanoke Park,"Roanoke Park is a grassy, pleasant space located on north Capitol Hill where 10th Avenue E ends at E Roanoke."
Roanoke Street Mini Park,"This small park facing west has a peekaboo view of houseboats and Lake Union. Shade, two benches, and a stone walkway provide a perfect resting spot."
Rogers Playground,"This nice neighborhood playground with 2 tennis courts and 2 baseball fields also features restrooms, a water fountain, sandbox for the kids, slides, baby swings, and climbing features. There are also many big trees and a large lawn area where you can relax and enjoy the weather!"
Ross Playground,"This pleasant park contains two baseball fields with backstops, a scoreboard, and a playground with climbing features, a sandbox, monkey bars, baby swings, slide. It also has bathroom facilities, as well as a large lawn area."
Rotary Viewpoint,The park is located in the Delridge neighborhood in West Seattle. The viewpoint provides panoramic views of the Cascade Mountains and wide-angle views of the downtown skyline.
Roxhill Park,"Roxhill Park is the headwaters of Longfellow Creek and possibly Fauntleroy Creek. The restoration of the wetland will improve water quality and steady water flow to Longfellow Creek, enhancing the Creek and improving Salmon habitat."
Sacajawea Playground,This is a small grassy field flanked by woods just south of the Sacajawea Elementary School.
Salmon Bay Park,"In this beautiful little neighborhood park, visitors can enjoy tall trees and picnic tables scattered over green grassy hills, while on bright afternoons crows and squirrels can be observed harassing one another, swallows dive to eat flies, and children play at the park’s play area. It features a big playground with baby swings, sandbox, slides etc., bathroom facilities, and benches."
Sam Smith Park,"Sam Smith Park comprises the largest and most central part of the I-90 lid, with a play area for children, picnic tables, and tennis courts. The park includes Blue Dog Pond, a detention pond that serves as one of Seattle’s off-leash areas for dogs, and Urban Peace Circle, a sculpture by Seattle sculptor Gerard Tsutakawa, dedicated to children killed by gun violence in Seattle’s inner city."
Sandel Playground,"Sandel Park's features include a children's play area, walkways, large open meadow, basketball hoops, and a wading pool."
Schmitz Boulevard,"The boulevard is named for the adjacent park, which itself was named for its donor, Ferdinand Schmitz who was a Park Board member from 1908-1914, pioneer realtor and capitalist. (Edited from the files of Don Sherwood, 1916-1981, Park Historian.)"
Schmitz Preserve Park,"Schmitz Preserve Park has old growth forest, walking paths, Hiking and nature study."
Seacrest Park,Seacrest Boathouse and Pier is located on Harbor Avenue next to Don Armeni Boat Ramp and is accessible by boat on Elliott Bay.
Seola Park,"Enjoy wandering in this great ravine, where deciduous woods predominate. There is a madrona grove at the park’s south end. A nice view of the water, but there is no beach access from Seola Park."
Seven Hills Park,"This is a nice neighborhood park which features a small lawn area, BBQ pits for those summer evenings, 8 benches, 3 picnic tables, and of course some trees. You may notice the seven boulders; they are intended to represent Seattle’s 7 hills."
Seward Park,"Within the Seattle city limits, Seward Park boasts 300 acres of beautiful forest land, home to eagles' nests, old growth forest, a 2.4 mile bike and walking path, an amphitheater, a native plant garden, an art studio, miles of hiking trails, shoreline, beaches and more."
Sierra Place,"This space is a small, grassy triangle."
Smith Cove Park,"This Port of Seattle Park is just west of Pier 91 on Elliott Bay. A 0.7-mile jogging and biking path parallels the road as it winds past warehouses before finally emerging at the Smith Cove bulkhead right beside Pier 91 and Elliott Bay. The concrete promenade with picnic tables provides a chance to spread out and enjoy the views all the way to Alki, as well as the bustling port activity. Here you will find lots of ducks and seagulls to entertain you as well."
Solstice Park,"Six tennis courts, a short hiking trail to the “sundial” for marking the equinox and solstice, and a community garden and p-patch make this park special. It contains a water fountain and benches to sit on, which provide fantastic views of the Sound and the Olympics."
Soundview Playfield,"This park features two baseball fields with backstops, a soccer field, a playground for the kids featuring slides, swings (and baby swings!) and climbing features, walking trails, and plenty of open space for tossing a Frisbee."
Soundview Terrace,"Neighborhood park that features a play area with slides and climbing equipment, as well as picnic tables with a view of the Cascades and Magnolia, as well as a long green strip. This is a great place to steal a quick view of Puget Sound too."
South Park Meadow,"South Park Meadow is a just that, a grassy meadow in the South Park neighborhood."
South Park Playground,"This playground is located directly outside the South Park Community Center and has a ballfield, play equipment, and a wading pool to cool off in the summer."
South Passage Point,"Parks sprout up in the strangest places! This little one, and its sister directly across the channel, sit between the pillars of the Freeway Bridge on the water passage between Lake Union and Portage Bay."
Spring Street Mini Park,"Spring Street Mini Park is a little neighborhood park ideal for bringing young children to play. The park features a small children's play area, a water fountain, benches, a picnic table, and lawn space great for playing and sunbathing."
Spruce Street Mini Park,"A modern play area, a circle of benches, and a shallow bowl of grass and trees attract people of all ages."
St. Marks Greenbelt,"The St. Mark's Greenbelt buffers Capitol Hill from I-5 and provides precious wildlife habitat, dense vegetation and trails. It is adjacent to St. Mark's Cathedral on 10th Ave E, and a steep trail through the southern part of the greenbelt is accessible from trailheads in the south and southwest portions of the St. Mark's parking lot."
Stan Sayres Memorial Park,"Stan S. Sayres Memorial Park (also known as ""Sayres Pits"" because of its association with Seattle's annual Seafair Hydroplane Races) is located a mile south of the Interstate 90 Bridge on Lake Washington. Stan Sayres is also the home of the Mount Baker Rowing and Sailing Center. A north facing point, Stan Sayres offers four wide launching lanes which are usually protected from rough water. Additionally, if the weather is clear, Mount Rainier, Glacier Peak and Mount Ba"
Stevens Place,"One of five small parks in the area donated by the Denny-Blaine Land Company, this is a small triangle with a bench and a few trees."
Stevens Triangle,"Located at the intersection of Dorffel Dr E and E John St, this is a small triangle park with a stair case and green space. Named in honor of the Territorial Governor Isaac Stevens, this space is one of five small parks in the area donated by the Denny-Blaine Land Company."
Sturgus Park,"Sturgus Park is a wooded hillside that sprouts up below the girders of the Jose Rizal Bridge at the foot of Beacon Hill. Its trees and vines climb toward the hillside just west of the Goodwill buildings, adding leaves to the visual feast that northbound drivers have to Puget Sound and the City."
Sturtevant Ravine,"Named for the bordering avenue, this is a natural area."
Summit Place,"This space is a street triangle at the intersection of Belmont Ave E, Bellevue Pl E and Summit Ave E, and named for the latter street. It is among a group of small plots donated by city founders David Thomas Denny (1832-1903) and Louisa Boren Denny (1827-1916)."
Summit Slope Park,"This urban park boasts a skate bench feature, as well as a landscaped garden and a BBQ grill and picnic tables. Centrally located, it stands ready to provide a space for those summer evening barbecues with the neighborhood."
Sunnyside Ave N Boat Ramp,"The Sunnyside boat ramp is located at the end of Sunnyside Avenue N just east of Gas Works Park on the Ship Canal. Sunnyside offers a single pier and a wide ramp and is one of Seattle's free of charge all purpose ramps. Sunnyside is also equipped with a portable, handicapped accessible, restroom placed at the ramp during the peak boating season. Sunnyside does not receive a large volume of use and parking is very limited. Boaters using Sunnyside will have to be content with street parking. Sunnyside was renovated in 1996."
Sunset Hill Park,"The Bay below Sunset Hill Park is alive with sailboats, and you can smell the salt breezes as you gaze far out to the Puget isles and the craggy Olympic skyline. (Excerpt from Enjoying Seattle's Parks by Brandt Morgan.)"
Sunset Place,"Originally deeded to the city in 1905 by Clarence M. Dustin, it was renamed as ""Sunset Place"" in December of 1980. (Edited from the files of Don Sherwood, 1916-1981, Park Historian.)"
SW Queen Anne Greenbelt,The SW Queen Anne Greenbelt offers visitors a chance to escape the busy city and immerse themselves in a natural forest setting. You can access the trails by parking nearby and walking through the 12th W & W Howe Park. Just hike down the stairs next to the hillside slide and the trail will lead you into the forested area from there!
T.T. Minor Playground,"TT Minor Park includes a children’s play area, a sports field, a jogging/walking path and relocation of the existing school parking lot. Improvements also included landscaping, new paving, benches, a drinking fountain and a bike rack, all of which are accessible to people with disabilities."
Tashkent Park,"Tashkent Park is a charming shady neighborhood park with picnic tables, a wooden arbor, benches, and a sculpture. Tashkent Park was named for Tashkent, Uzbekistan, one of Seattle's International Sister Cities."
Taylor Creek Headwaters,"This natural space is a steeply sloped site named for Taylor Creek, which flows through neighboring Lakeridge Park into Lake Washington."
Terry Pettus Park,Terry Pettus Park includes shoreline access and a public float. Tie-up time is limited to 2 hours.
Thayer Place,This park space is a small plot of land with a staircase and shrubs.
Thomas C. Wales Park,Seattle Parks and Recreation worked with the Office of Arts and Cultural Affairs to select an artist to collaborate with the landscape architects in designing a site that can be used for recreation and open space as well as to promote the value of arts and culture. The property was used as a gravel pit and for material storage prior to being developed into a neighborhood park.
Thomas Street Mini Park,"Thomas Street Mini-Park is a small neighborhood Park in one of the most densely populated areas of Seattle. Near small shops and cafes, it's ideal for sunbathing and relaxing."
Thorndyke Park,"This is a small neighborhood park that comes complete with a walking path and is adjacent to bus lines. Great view of downtown, Mt. Rainier and the Puget Sound through the trees."
Thornton Creek Natural Area,"Thornton Creek Natural Area is a series of properties in the Northgate neighborhood that preserve green space around Thornton Creek. This natural area includes Beaver Pond, Licorice Fern, Kingfisher, and other smaller natural areas and includes paths, restored native plants, and wildlife viewing."
Thyme Patch Park,"Thyme Patch Park is a tiny jewel nestled in a west Ballard neighborhood that combines the best elements of a neighborhood park and community garden. The park includes a P-Patch, Master Gardener demonstration gardens, benches, lawn area and walkways. The entrance features a hand-crafted steel handrail by artist Chuck Nafziger."
Tilikum Place,"The main attraction of this small square in the northwest corner of the central business district is a life-size statue of Chief Seattle, for whom the city was named. Wrapped in a stained copper shawl, the chief stands on a pedestal with one arm raised in symbolic greeting to the first white settlers who landed at Alki Point in 1851. Bear heads at the base of the pedestal spout streams of water into a pool."
Troll’s Knoll Park,"The site is located in the right-of-way at the north end of the Aurora Avenue Bridge between 808 N 36th Street and 916 N 36th Street, just west of the Fremont Troll. The park is a model design of a sustainable park space and provides a critical pedestrian link to other areas of Fremont, particularly bus stops and the developing neighborhood business district in northern Fremont. The open lawn, seating areas, views and plantings create a nice place to enjoy a picnic after visiting the Fremont Troll."
Trolley Hill Park,"Trolley Hill Park is located at 5th N and Blaine Street on Queen Anne. This park features a community P-Patch, a picnic area, and a natural play area. The name was chosen because 5th Avenue N was one of the main trolley lines leading up Queen Anne Hill from 1890 to 1940."
Trudy's Triangle,"Originally named Ridgeway Place for a bordering street, it was renamed Trudy's Triangle in 2002 in response to a petition from the Mount Baker Community Club. Trudy Sanders was a community activist and a Seattle Parks Commissioner who lived across the street from the Ridgeway street triangle. She played a prominent role in the acquisition of Discovery Park. She died in 1994."
Twelfth Avenue South Viewpoint,"12th Ave. S Viewpoint provides a stunning view from north Beacon Hill of downtown Seattle, the industrial Duwamish River shipping activity, Elliott Bay, and the Olympic Mountains to the west. The park features a lawn area as well as two benches."
Urban Triangle Park,"This park will serve downtown businesses and residences, providing a seamless transition between the park and the adjacent development. The design includes an open lawn, new central play structure, seating edge, lighting, ADA access, places for vendors, landscaping, and other park elements."
Union Bay Boglands,"Named for the adjacent Union Bay, the boglands are a collection of natural area properties around the Union Bay Natural Area."
Union Station Square,"Union Station Square is a 1600 square foot triangle at the intersection of Jackson, 3rd Ave S and 2nd Ave. It provides a resting spot for a busy bus stop and contains several polished stones designed for seating. The stones are engraved with artwork inspired by the railroad history of the area. Several ginkgo trees provide welcome shade on warm days."
University Circle,"Located at the heart of the Hawthorne Hills neighborhood, this park is a large roundabout traffic circle with benches, trees, and territorial views. University Circle was included in the original real estate development plan for the area. Several streets surrounding the park are named for famous universities such as Vassar Ave NE and Princeton Ave NE."
University Heights Plaza,"A multi-use community open space includes a performance area/plaza, rain gardens to improve stormwater quality, pedestrian pathways, lawn areas, basketball hoop, landscaped areas and other amenities. The design is sensitive to the view of the historic building's south façade."
University Lake Shore Place,This parkspace is a wooded slope rising above the Burke-Gilman Trail where it runs parallel to Riveria Pl NE just south of NE 125 St.
University Playground,"This park features two tennis courts, one baseball diamond and backstop, playground with slide, baby swings, a Rich Beyer sculpture of a sasquatch, adult exercise equipment and bathroom facilities."
Ursula Judkins Viewpoint,"Found at the end of the road, this small park offers tremendous views of downtown and the Cascades, as well as shipping, yachts, private boats etc. There are a few benches, and a small knoll for sitting under trees and taking in the sights, while its location keeps it relatively quiet."
Van Asselt Playground,Van Asselt Playground is located on Beacon Hill. It is an active park with amenities in easy walking distance.
Victor Steinbrueck Park,"Victor Steinbrueck Park is located at the north end of Pike Place Market. On a summer afternoon, the park bustles with a lively combination of neighborhood residents, visitors, tourists, and people who work in the area -all enjoying picnics, sunbathing, playing and relaxing on the park's lawn, benches, and tables."
Victory Creek Park,"This small neighborhood park is right behind a QFC store, with a creek and neighborhood on the other side, and features a small playground and short walking path, with benches and picnic tables to rest on."
Victory Heights Playground,"Victory Heights Park has large grassy field surrounded by trees, a tennis court, play structure, slides and swings."
View Ridge Playfield,"View Ridge playfield has something for everyone. Sports fans will enjoy the softball field, basketball courts, and grassy open spaces. Little ones will love playing on the extensive playground with swings, slides, and equipment for many ages. Join us in the summer time to cool off in the wading pool. Picnickers will appreciate the covered shelter with picnic tables and tables placed around the park under mature shade trees. Bathrooms, drinking fountains, and accessible paved paths are also on site."
Viretta Park,"A grassy lookout below steep slopes and brush, this park is suitable for a quick stop and a look at the lake while on your boulevard tour. Stairs lead up to 39th & John from the Boulevard."
Virgil Flaim Park,"Virgil Flaim Park is a spacious park located near the Lake City Community Center, Lake City Library, and commercial core. The park features paved paths, a large playground with equipment for all ages, basketball courts, drinking fountain and a new skateboard park. Picnickers will enjoy the shade trees, grills, and tables on site. There's also a large lawn area for running and open space play."
Volunteer Park,"Located in the heart of Seattle, Volunteer Park is home to the Volunteer Park Conservatory and the Seattle Asian Art Museum. The Landmarks Preservation Board designated Volunteer Park as a Seattle Landmark on November 2, 2011. This historic Olmsted Park is beloved by residents and visitors alike."
Volunteer Parkway,"Also known as ""Millionaires' Row"", this parkway is a green entry way street to Volunteer Park."
Wallingford Playfield,"Wallingford Playfield has long been a popular neighborhood gathering place for tennis, picnics, wading pool splashing in summer, ball games, and playing. A deluxe play area, completed in 2004, includes a play structure specially designed for two- to five-year-olds, with a variety of slides. The wading pool was renovated then as well, and all elements are wheelchair accessible. Extensive landscaping surrounds the wading pool, and a crushed rock path around the playfield connects to the paths on the park's east end. The park's short, steep west border is a native plant garden. Picnic tables among the trees, benches, and sitting boulders provide plenty of places to sit and read, rest, or watch children play."
Wallingford Steps,"The Wallingford Steps, a wide concrete staircase, connect N 34th St. with N Northlake Way, the Burke-Gilman Trail, and Gas Works Park. The steps with railings, benches, plantings on either side of the Steps, and a circular mosaic on the lowest of three landings create a pleasant atmosphere in which to enjoy the southward view of downtown and Lake Union. Pond, the brightly colored glass and etched-metal mosaic, by artists Benson Shaw and Clark Weigman, features a fanciful marine motif and other shapes based on artwork by local school children."
Walt Hundley Playfield,"Seattle Parks and Recreation acquired the Walt Hundley Playfield at High Point, from the Seattle Housing Authority in 1977. The 11-acre playfield was developed in 1980, and consists of two baseball fields and a lighted turf soccer field used primarily by recreational sports groups."
Ward Springs Park,"Ward Springs Park is a neighborhood park located at the corner of 4th Ave and Ward St. at the base of Queen Anne. Formerly belonging to Seattle Public Utilities, this property provided all the water to Queen Anne. An historic pump house on the site displays part of the mechanism that performed this feat. A curved path leads by a play area, open lawn and over a dry streambed. The park has a spectacular view of the Space Needle and downtown."
Washington Park Playfield,"Washington Park Playfield is located in the Washington Park Arboretum. It has fields for soccer, baseball, and softball and includes lighting and bleachers."
Washington Street Boat Landing,"No boats land here any more. At this site just south of the Washington State Ferry Terminal, you'll find only a historic pergola built for the long-defunct Seattle Harbor Department in 1920, and views of Elliott Bay and the Olympic Mountains. Note particularly the truncated ships' prows decorating the pergola high in front. Out in the water, you can still see the upright posts delineating the pier that was originally attached to the site. Immediately adjacent, the Port of Seattle's small Alaska Square has been closed to public access because its concrete has collapsed in places."
Waterfront Park,"Comprising the area from Pier 57 to Pier 59, this park is lined with lamps, benches, and high, curving railings. From either of two pink metal viewing platforms, reached both by stairs and a wheelchair-accessible ramp, you can enjoy excellent views of the city skyline, the waterfront, the ships in drydock, container cranes, the West Seattle Bridge, Magnolia Bluff, Blake Island, Bainbridge, and, on a clear day, the Olympic Mountains. Occasionally you may even see a seal. Four coin-operated telescopes on the sidewalk offer view assistance."
Waterway 19,"Waterway 19 is one of many water access or moorage points enumerated around Lake Union, this one is reserved for public access for small watercraft such as kayaks and for wildlife habitat."
Watton Site,This park is new and still in the planning stages. Currently the park is restored to turf lawn. This site is a life estate transfer from George and DeLayne B. Watton.
Webster Park,"This park also boasts 1 full-court and 1 half-court basketball courts, a small, attractive lawn area, and lots of trees to shade you on those sunny summer days. This park also features some parking on-site, so unload the car and enjoy a picnic!"
Wedgwood Square,This small space is a triangle.
West Duwamish Greenbelt,"The West Duwamish Greenbelt is the largest greenbelt in the city and is home to fox, red-legged frogs, hawks, and bald eagles. The greenbelt encompasses the extended forest along the eastern slopes of West Seattle that is visible from I-5."
West Ewing Mini Park,This park is a little grass patch just across the street from Seattle Pacific University on the Lake Washington Ship Canal. An upper concrete overlook with lights has benches for sitting and watching boats and munching lunches. This is a favorite snacking spot for students and workers from nearby manufacturing plants. (Excerpt from Enjoying Seattle Parks by Brandt Morgan.)
West Montlake Park,This stretch of flat grass bordering the Seattle Yacht Club and Montlake area homes features magnificent poplar trees lining the bulkhead and a few sturdy benches look out onto Portage Bay.
West Queen Anne Playfield,"This six-acre park is across the street from McClure Middle School to the north and Queen Anne Community Center and Pool to the east. Its fenced-in grass fields, with baseball backstops and bleachers, are used for baseball, softball, and soccer. Outside the fence, a partially wheelchair-accessible children's play area includes swings, slides, a merry-go-round, and a climbing structure. There are benches nearby and a bicycle rack."
West Seattle Stadium,"This large, historic stadium has a football field, a track, and two sets of stands (one historical). Available for rental, it is adjacent to the West Seattle Golf Course."
Westcrest Park,"Westcrest Park is a very large park. It has a view platform with a great panoramic view of the city skyline, flat open meadow, with a short walking path, and a dog off-leash area."
Westlake Greenbelt,"The Westlake Greenbelt is one of the smaller greenbelts in the city, and includes the wooded slopes above Westlake Ave N."
Westlake Park,"Westlake Park lies in the heart of the downtown shopping district. It's the perfect spot to take a break and admire the fountain, or watch shoppers as they visit the Westlake Mall and the surrounding retail stores. From here, it's a quick trip by monorail to Seattle Center or a short walk to Pike Place Market, the Seattle Art Museum and many other attractions."
Westlake Square,"This park is part of the downtown ""town square"" and consists of a paved street triangle with trees bounded by Westlake Ave, Steward St, and 6th Ave. It once had a canopy, benches and an underground restroom similar to the one at Pioneer Square. It is named for the adjacent street."
William Grose Park,"Located at 30th Ave E and Howell St., this spot offers a rolling green lawn and giant evergreen along with a short path in this quiet neighborhood park. This space also has benches and a picnic table, offering peaceful places for rest and an ideal picnic spot."
Williams Place,This tiny urban park with 2 bus stops also offers 4 benches to rest and wait for the bus on and some trees to help provide you some shade on those hot summer days.
Wolf Creek Ravine Natural Area,Wolf Creek flows through a canyon crossed by Queen Anne Dr on a landmark bridge between Nob Hill Pl N and 2nd Ave N. It's course is approximately the line of 3rd Ave N between Queen Anne Dr and Lynn St. The source of the creek's name is unknown.
Woodland Park,"Woodland Park is an exciting, multipurpose park and recreation space just southwest of Green Lake and north of the Fremont district. It is separated into two parts by Aurora Avenue."
Woodland Park Rose Garden,"Originally established by Park Board in 1922, the Woodland Park Rose Garden is adjacent to the Woodland Park Zoo. The Rose Garden is one of only two dozen certified American Rose Test Gardens in the United States. At its picturesque best from May through August, the garden displays new rose hybrids before they become available to amateur rose enthusiasts. The garden is maintained by the Woodland Park Zoo society. Learn more about the rose garden on the Woodland Park Zoo's Rose Garden web site."
Yesler Terrace Park,As part of the Yesler neighborhood redevelopment Seattle Housing Authority donated land for a park. This new two-acre park was completed in August of 2018.
York Park,"This is a nice small neighborhood park, with one big tree, picnic table, two benches, planted area, and a small lawn area perfect for romping."
York Playground,This playground is on the campus of John Muir Elementary School.
