Indicator Category,Indicator,Year,Sex,Race/Ethnicity,Value,Place,BCHC Requested Methodology,Source,Methods,Notes,90% Confidence Level - Low,90% Confidence Level - High,95% Confidence Level - Low,95% Confidence Level - High
Social and Economic Factors,Percent Unemployed,2013,Both,Black,16.7,"Miami (Miami-Dade County), FL","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 12086 was used to isolate data for Miami (Miami-Dade County), FL.",15.2,18.2,,
Social and Economic Factors,Percent Unemployed,2013,Both,Hispanic,9.1,"Miami (Miami-Dade County), FL","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 12086 was used to isolate data for Miami (Miami-Dade County), FL.",8.5,9.7,,
Social and Economic Factors,Percent Unemployed,2013,Both,Multiracial,16.5,"Miami (Miami-Dade County), FL","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 12086 was used to isolate data for Miami (Miami-Dade County), FL.",11.6,21.4,,
Social and Economic Factors,Percent Unemployed,2013,Both,White,7.0,"Miami (Miami-Dade County), FL","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 12086 was used to isolate data for Miami (Miami-Dade County), FL.",5.8,8.2,,
Social and Economic Factors,Percent Unemployed,2013,Female,All,10.2,"Miami (Miami-Dade County), FL","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"Population 20 to 64 years; FIPS code 12086 was used to isolate data for Miami (Miami-Dade County), FL.",9.4,11.0,,
Social and Economic Factors,Percent Unemployed,2013,Male,All,9.2,"Miami (Miami-Dade County), FL","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"Population 20 to 64 years; FIPS code 12086 was used to isolate data for Miami (Miami-Dade County), FL.",8.5,9.9,,
Social and Economic Factors,Percent Unemployed,2013,Both,All,8.0,"Minneapolis, MN","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 2743000 was used to isolate data for Minneapolis, MN.",7.1,8.9,,
Social and Economic Factors,Percent Unemployed,2013,Both,Asian/PI,8.3,"Minneapolis, MN","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"Asian alone; FIPS code 2743000 was used to isolate data for Minneapolis, MN.",4.3,12.3,,
Social and Economic Factors,Percent Unemployed,2013,Both,Black,18.5,"Minneapolis, MN","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 2743000 was used to isolate data for Minneapolis, MN.",14.9,22.1,,
Social and Economic Factors,Percent Unemployed,2013,Both,Multiracial,17.7,"Minneapolis, MN","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 2743000 was used to isolate data for Minneapolis, MN.",11.1,24.3,,
Social and Economic Factors,Percent Unemployed,2013,Both,White,5.2,"Minneapolis, MN","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 2743000 was used to isolate data for Minneapolis, MN.",4.2,6.2,,
Social and Economic Factors,Percent Unemployed,2013,Female,All,7.5,"Minneapolis, MN","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"Population 20 to 64 years; FIPS code 2743000 was used to isolate data for Minneapolis, MN.",6.3,8.7,,
Social and Economic Factors,Percent Unemployed,2013,Male,All,6.5,"Minneapolis, MN","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"Population 20 to 64 years; FIPS code 2743000 was used to isolate data for Minneapolis, MN.",5.4,7.6,,
Social and Economic Factors,Percent Unemployed,2013,Both,All,9.8,"New York City, NY","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 3651000 was used to isolate data for New York City, NY.",9.5,10.1,,
Social and Economic Factors,Percent Unemployed,2013,Both,American Indian/Alaska Native,14.1,"New York City, NY","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 3651000 was used to isolate data for New York City, NY.",7.5,20.7,,
Social and Economic Factors,Percent Unemployed,2013,Both,Asian/PI,7.8,"New York City, NY","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"Asian alone; FIPS code 3651000 was used to isolate data for New York City, NY.",7.2,8.4,,
Social and Economic Factors,Percent Unemployed,2013,Both,Black,14.2,"New York City, NY","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 3651000 was used to isolate data for New York City, NY.",13.5,14.9,,
Social and Economic Factors,Percent Unemployed,2013,Both,Hispanic,12.2,"New York City, NY","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 3651000 was used to isolate data for New York City, NY.",11.5,12.9,,
Social and Economic Factors,Percent Unemployed,2013,Both,Multiracial,9.8,"New York City, NY","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 3651000 was used to isolate data for New York City, NY.",8.0,11.6,,
Social and Economic Factors,Percent Unemployed,2013,Both,White,6.2,"New York City, NY","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 3651000 was used to isolate data for New York City, NY.",5.9,6.5,,
Social and Economic Factors,Percent Unemployed,2013,Female,All,9.1,"New York City, NY","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"Population 20 to 64 years; FIPS code 3651000 was used to isolate data for New York City, NY.",8.7,9.5,,
Social and Economic Factors,Percent Unemployed,2013,Male,All,9.6,"New York City, NY","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"Population 20 to 64 years; FIPS code 3651000 was used to isolate data for New York City, NY.",9.2,10.0,,
Social and Economic Factors,Percent Unemployed,2013,Both,All,12.5,"Oakland (Alameda County), CA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 0653000 was used to isolate data for Oakland, CA.",11.3,13.7,,
Social and Economic Factors,Percent Unemployed,2013,Both,Asian/PI,11.3,"Oakland (Alameda County), CA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"Asian alone; FIPS code 0653000 was used to isolate data for Oakland, CA.",8.5,14.1,,
Social and Economic Factors,Percent Unemployed,2013,Both,Black,24.9,"Oakland (Alameda County), CA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 0653000 was used to isolate data for Oakland, CA.",20.9,28.9,,
Social and Economic Factors,Percent Unemployed,2013,Both,Hispanic,11.4,"Oakland (Alameda County), CA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 0653000 was used to isolate data for Oakland, CA.",9.1,13.7,,
Social and Economic Factors,Percent Unemployed,2013,Both,Multiracial,11.4,"Oakland (Alameda County), CA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 0653000 was used to isolate data for Oakland, CA.",6.5,16.3,,
Social and Economic Factors,Percent Unemployed,2013,Both,White,5.4,"Oakland (Alameda County), CA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 0653000 was used to isolate data for Oakland, CA.",4.1,6.7,,
Social and Economic Factors,Percent Unemployed,2013,Female,All,12.4,"Oakland (Alameda County), CA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"Population 20 to 64 years; FIPS code 0653000 was used to isolate data for Oakland, CA.",10.7,14.1,,
Social and Economic Factors,Percent Unemployed,2013,Male,All,10.8,"Oakland (Alameda County), CA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"Population 20 to 64 years; FIPS code 0653000 was used to isolate data for Oakland, CA.",9.3,12.3,,
Social and Economic Factors,Percent Unemployed,2013,Both,All,13.8,"Philadelphia, PA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 4260000 was used to isolate data for Philadelphia, PA.",13.0,14.6,,
Social and Economic Factors,Percent Unemployed,2013,Both,Asian/PI,11.4,"Philadelphia, PA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"Asian alone; FIPS code 4260000 was used to isolate data for Philadelphia, PA.",8.6,14.2,,
Social and Economic Factors,Percent Unemployed,2013,Both,Black,18.9,"Philadelphia, PA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 4260000 was used to isolate data for Philadelphia, PA.",17.1,20.7,,
Social and Economic Factors,Percent Unemployed,2013,Both,Hispanic,17.5,"Philadelphia, PA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 4260000 was used to isolate data for Philadelphia, PA.",14.7,20.3,,
Social and Economic Factors,Percent Unemployed,2013,Both,Multiracial,21.6,"Philadelphia, PA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 4260000 was used to isolate data for Philadelphia, PA.",14.6,28.6,,
Social and Economic Factors,Percent Unemployed,2013,Both,White,8.3,"Philadelphia, PA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 4260000 was used to isolate data for Philadelphia, PA.",7.2,9.4,,
Social and Economic Factors,Percent Unemployed,2013,Female,All,12.4,"Philadelphia, PA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"Population 20 to 64 years; FIPS code 4260000 was used to isolate data for Philadelphia, PA.",11.3,13.5,,
Social and Economic Factors,Percent Unemployed,2013,Male,All,13.7,"Philadelphia, PA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"Population 20 to 64 years; FIPS code 4260000 was used to isolate data for Philadelphia, PA.",12.4,15.0,,
Social and Economic Factors,Percent Unemployed,2013,Both,All,9.1,"Phoenix, AZ","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 0455000 was used to isolate data for Phoenix, AZ.",8.5,9.7,,
Social and Economic Factors,Percent Unemployed,2013,Both,American Indian/Alaska Native,19.5,"Phoenix, AZ","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 0455000 was used to isolate data for Phoenix, AZ.",13.4,25.6,,
Social and Economic Factors,Percent Unemployed,2013,Both,Asian/PI,4.3,"Phoenix, AZ","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"Asian alone; FIPS code 0455000 was used to isolate data for Phoenix, AZ.",2.7,5.9,,
Social and Economic Factors,Percent Unemployed,2013,Both,Black,12.7,"Phoenix, AZ","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 0455000 was used to isolate data for Phoenix, AZ.",10.0,15.4,,
Social and Economic Factors,Percent Unemployed,2013,Both,Hispanic,9.9,"Phoenix, AZ","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 0455000 was used to isolate data for Phoenix, AZ.",8.8,11.0,,
Social and Economic Factors,Percent Unemployed,2013,Both,Multiracial,9.8,"Phoenix, AZ","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 0455000 was used to isolate data for Phoenix, AZ.",5.9,13.7,,
Social and Economic Factors,Percent Unemployed,2013,Both,White,8.0,"Phoenix, AZ","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 0455000 was used to isolate data for Phoenix, AZ.",7.3,8.7,,
Social and Economic Factors,Percent Unemployed,2013,Female,All,9.0,"Phoenix, AZ","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"Population 20 to 64 years; FIPS code 0455000 was used to isolate data for Phoenix, AZ.",8.1,9.9,,
Social and Economic Factors,Percent Unemployed,2013,Male,All,8.4,"Phoenix, AZ","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"Population 20 to 64 years; FIPS code 0455000 was used to isolate data for Phoenix, AZ.",7.5,9.3,,
Social and Economic Factors,Percent Unemployed,2013,Both,All,7.8,"San Antonio, TX","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 4865000 was used to isolate data for San Antonio, TX.",7.3,8.3,,
Social and Economic Factors,Percent Unemployed,2013,Both,Asian/PI,5.5,"San Antonio, TX","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"Asian alone; FIPS code 4865000 was used to isolate data for San Antonio, TX.",2.1,8.9,,
Social and Economic Factors,Percent Unemployed,2013,Both,Black,13.9,"San Antonio, TX","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 4865000 was used to isolate data for San Antonio, TX.",11.4,16.4,,
Social and Economic Factors,Percent Unemployed,2013,Both,Hispanic,8.5,"San Antonio, TX","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 4865000 was used to isolate data for San Antonio, TX.",7.7,9.3,,
Social and Economic Factors,Percent Unemployed,2013,Both,Multiracial,13.7,"San Antonio, TX","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 4865000 was used to isolate data for San Antonio, TX.",8.8,18.6,,
Social and Economic Factors,Percent Unemployed,2013,Both,White,5.0,"San Antonio, TX","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 4865000 was used to isolate data for San Antonio, TX.",4.1,5.9,,
Social and Economic Factors,Percent Unemployed,2013,Female,All,7.8,"San Antonio, TX","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"Population 20 to 64 years; FIPS code 4865000 was used to isolate data for San Antonio, TX.",7.0,8.6,,
Social and Economic Factors,Percent Unemployed,2013,Male,All,6.8,"San Antonio, TX","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"Population 20 to 64 years; FIPS code 4865000 was used to isolate data for San Antonio, TX.",6.0,7.6,,
Social and Economic Factors,Percent Unemployed,2013,Both,All,9.0,"San Diego County, CA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 06073 was used to isolate data for San Diego County, CA.",8.6,9.4,,
Social and Economic Factors,Percent Unemployed,2013,Both,American Indian/Alaska Native,15.0,"San Diego County, CA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 06073 was used to isolate data for San Diego County, CA.",9.0,21.0,,
Social and Economic Factors,Percent Unemployed,2013,Both,Asian/PI,7.4,"San Diego County, CA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"Asian alone; FIPS code 06073 was used to isolate data for San Diego County, CA.",6.2,8.6,,
Social and Economic Factors,Percent Unemployed,2013,Both,Black,14.1,"San Diego County, CA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 06073 was used to isolate data for San Diego County, CA.",12.0,16.2,,
Social and Economic Factors,Percent Unemployed,2013,Both,Hispanic,10.0,"San Diego County, CA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 06073 was used to isolate data for San Diego County, CA.",9.3,10.7,,
Social and Economic Factors,Percent Unemployed,2013,Both,Multiracial,11.0,"San Diego County, CA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 06073 was used to isolate data for San Diego County, CA.",8.6,13.4,,
Social and Economic Factors,Percent Unemployed,2013,Both,Other,14.3,"San Diego County, CA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"Native Hawaiian or other Pacific Islander; FIPS code 06073 was used to isolate data for San Diego County, CA.",6.8,21.8,,
Social and Economic Factors,Percent Unemployed,2013,Both,White,7.9,"San Diego County, CA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 06073 was used to isolate data for San Diego County, CA.",7.3,8.5,,
Social and Economic Factors,Percent Unemployed,2013,Female,All,7.5,"San Diego County, CA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"Population 20 to 64 years; FIPS code 06073 was used to isolate data for San Diego County, CA.",6.9,8.1,,
Social and Economic Factors,Percent Unemployed,2013,Male,All,9.2,"San Diego County, CA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"Population 20 to 64 years; FIPS code 06073 was used to isolate data for San Diego County, CA.",8.6,9.8,,
Social and Economic Factors,Percent Unemployed,2013,Both,All,7.3,"San Francisco, CA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 0667000 was used to isolate data for San Francisco, CA.",6.7,7.9,,
Social and Economic Factors,Percent Unemployed,2013,Both,Asian/PI,7.5,"San Francisco, CA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"Asian alone; FIPS code 0667000 was used to isolate data for San Francisco, CA.",6.5,8.5,,
Social and Economic Factors,Percent Unemployed,2013,Both,Black,17.4,"San Francisco, CA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 0667000 was used to isolate data for San Francisco, CA.",12.8,22.0,,
Social and Economic Factors,Percent Unemployed,2013,Both,Hispanic,9.5,"San Francisco, CA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 0667000 was used to isolate data for San Francisco, CA.",7.4,11.6,,
Social and Economic Factors,Percent Unemployed,2013,Both,Multiracial,10.6,"San Francisco, CA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 0667000 was used to isolate data for San Francisco, CA.",6.7,14.5,,
Social and Economic Factors,Percent Unemployed,2013,Both,White,5.2,"San Francisco, CA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 0667000 was used to isolate data for San Francisco, CA.",4.5,5.9,,
Social and Economic Factors,Percent Unemployed,2013,Female,All,7.1,"San Francisco, CA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"Population 20 to 64 years; FIPS code 0667000 was used to isolate data for San Francisco, CA.",6.2,8.0,,
Social and Economic Factors,Percent Unemployed,2013,Male,All,6.8,"San Francisco, CA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"Population 20 to 64 years; FIPS code 0667000 was used to isolate data for San Francisco, CA.",6.0,7.6,,
Social and Economic Factors,Percent Unemployed,2013,Both,All,9.4,"San Jose, CA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 0668000 was used to isolate data for San Jose, CA.",8.7,10.1,,
Social and Economic Factors,Percent Unemployed,2013,Both,Asian/PI,8.6,"San Jose, CA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"Asian alone; FIPS code 0668000 was used to isolate data for San Jose, CA.",7.5,9.7,,
Social and Economic Factors,Percent Unemployed,2013,Both,Black,16.6,"San Jose, CA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 0668000 was used to isolate data for San Jose, CA.",12.5,20.7,,
Social and Economic Factors,Percent Unemployed,2013,Both,Hispanic,12.1,"San Jose, CA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 0668000 was used to isolate data for San Jose, CA.",10.6,13.6,,
Social and Economic Factors,Percent Unemployed,2013,Both,Multiracial,11.3,"San Jose, CA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 0668000 was used to isolate data for San Jose, CA.",7.2,15.4,,
Social and Economic Factors,Percent Unemployed,2013,Both,White,6.5,"San Jose, CA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 0668000 was used to isolate data for San Jose, CA.",5.5,7.5,,
Social and Economic Factors,Percent Unemployed,2013,Female,All,9.0,"San Jose, CA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"Population 20 to 64 years; FIPS code 0668000 was used to isolate data for San Jose, CA.",8.0,10.0,,
Social and Economic Factors,Percent Unemployed,2013,Male,All,8.7,"San Jose, CA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"Population 20 to 64 years; FIPS code 0668000 was used to isolate data for San Jose, CA.",7.7,9.7,,
